skill,sub_skill,level,prompt_text,options,correct_answer,explanation
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'I have a small goldfish. It swims in a round bowl. The mountain is very high. I feed it every morning.' Which sentence does NOT belong?,"{""A"": ""I have a small goldfish."", ""B"": ""It swims in a round bowl."", ""C"": ""The mountain is very high."", ""D"": ""I feed it every morning.""}","""C""",The paragraph is about a pet goldfish; the sentence about the mountain is a different topic and breaks the flow.
WRITING,COHERENCE,BEGINNER,"Put these sentences in the best order: 1. Then she dried them in the sun. 2. Finally, she folded them neatly. 3. Amma washed the clothes. Which order makes a good story?","{""A"": ""1, 2, 3"", ""B"": ""3, 1, 2"", ""C"": ""2, 1, 3"", ""D"": ""3, 2, 1""}","""B""","Clothes are washed first (3), dried next (1), and folded last (2). The words 'Then' and 'Finally' confirm this order."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Kiran heard a knock at the door.' Which sentence best comes next?,"{""A"": ""Rice grows in water."", ""B"": ""The pencil is yellow."", ""C"": ""Cars need petrol."", ""D"": ""He opened it to see who was there.""}","""D""",Opening the door follows naturally from hearing a knock; the other sentences do not connect to the story.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Ravi plays the drum. He ___ plays the flute.',"{""A"": ""but"", ""B"": ""or"", ""C"": ""also"", ""D"": ""because""}","""C""",Also' adds a second similar fact: Ravi plays one more instrument. 'But' would wrongly show a contrast.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Dad washed the car until ___ was shiny.',"{""A"": ""it"", ""B"": ""he"", ""C"": ""they"", ""D"": ""she""}","""A""","It' refers back to the car, a thing. 'He' would wrongly point to Dad, but Dad is not the shiny one."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: '___ the movie ended, we went home.'","{""A"": ""Or"", ""B"": ""But"", ""C"": ""So"", ""D"": ""After""}","""D""","After' shows the order of events: the movie ended first, then we went home. 'Or' and 'but' do not show time order."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Tom studied hard for the test. He read his notes every night. He answered all the questions. ___' Which is the best LAST sentence?,"{""A"": ""His dog is brown."", ""B"": ""He got a very good mark."", ""C"": ""Bikes have two wheels."", ""D"": ""The soup is hot.""}","""B""",The closing sentence should show the result of the hard work: a good mark. The other options are unrelated to the story.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. The egg cracked open. 2. A small chick came out. 3. The hen sat on the egg for many days. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""2, 3, 1"", ""C"": ""3, 1, 2"", ""D"": ""1, 3, 2""}","""C""","First the hen sits on the egg (3), then the egg cracks (1), and finally the chick comes out (2). A chick cannot come out before the egg cracks."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'We went to the market. Mom bought fresh vegetables. The market was very busy. My cousin lives in Canada.' Which sentence does NOT belong?,"{""A"": ""My cousin lives in Canada."", ""B"": ""We went to the market."", ""C"": ""Mom bought fresh vegetables."", ""D"": ""The market was very busy.""}","""A""",The paragraph is about a trip to the market; the sentence about the cousin in Canada is a different topic.
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Grandma gave Lily a box wrapped in paper.' Which sentence best comes next?,"{""A"": ""The road is long."", ""B"": ""Lily opened it with a big smile."", ""C"": ""Salt is white."", ""D"": ""Trains are fast.""}","""B""","Opening the gift continues the story, and 'it' connects back to the box. The other options are unrelated facts."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Ken cannot come out to play ___ he is sick.',"{""A"": ""but"", ""B"": ""so"", ""C"": ""or"", ""D"": ""because""}","""D""",Because' gives the reason Ken cannot play: he is sick. 'So' would only fit if the sentence were turned around.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'We had dinner. ___, we played a board game.'","{""A"": ""After that"", ""B"": ""Because"", ""C"": ""Or"", ""D"": ""Before""}","""A""","After that' links the two events in time order: dinner first, the game second. 'Before' would wrongly reverse the order."
WRITING,COHERENCE,BEGINNER,"Read the paragraph: '___. It has four legs and a long tail. It says ""meow"". It likes to drink milk.' Which is the best FIRST sentence?","{""A"": ""My house is big."", ""B"": ""I have a new bicycle."", ""C"": ""I have a little cat."", ""D"": ""The weather is nice today.""}","""C""","Every following sentence describes a cat, so the opening sentence should introduce the cat. A bicycle or a house cannot say 'meow'."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Sam and I made a kite. We flew ___ in the park.',"{""A"": ""him"", ""B"": ""us"", ""C"": ""them"", ""D"": ""it""}","""D""","It' refers back to the kite, one thing. 'Them' would wrongly suggest more than one kite."
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. He paid the shopkeeper. 2. Arun chose a storybook. 3. He took it home to read. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""2, 1, 3"", ""C"": ""3, 1, 2"", ""D"": ""2, 3, 1""}","""B""","Arun first chooses the book (2), then pays for it (1), and takes it home last (3). Paying before choosing would not make sense."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'I wake up at six. I brush my teeth. Whales are very big animals. I eat breakfast with my family.' Which sentence does NOT belong?,"{""A"": ""I wake up at six."", ""B"": ""I brush my teeth."", ""C"": ""Whales are very big animals."", ""D"": ""I eat breakfast with my family.""}","""C""",The paragraph describes a morning routine; the sentence about whales is about a completely different topic.
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The team won the final match.' Which sentence best comes next?,"{""A"": ""Everyone jumped and cheered."", ""B"": ""Paper comes from trees."", ""C"": ""My cup is empty."", ""D"": ""The door is made of wood.""}","""A""","Cheering is the natural reaction to winning, so it continues the story; the other sentences are unrelated facts."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'Nita was hungry, ___ she made some noodles.'","{""A"": ""but"", ""B"": ""so"", ""C"": ""or"", ""D"": ""before""}","""B""",So' shows the result: being hungry led to making noodles. 'But' would wrongly suggest a contrast between the two ideas.
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The farmer opened the gate in the morning.' Which sentence best comes next?,"{""A"": ""My favorite color is green."", ""B"": ""Chairs have four legs."", ""C"": ""The moon is round."", ""D"": ""The cows walked out into the field.""}","""D""",The cows walking out follows naturally from the gate being opened; the other sentences jump to unrelated topics.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Our town has a new park. It has swings and slides. Children play there every evening. Eggs come from hens.' Which sentence does NOT belong?,"{""A"": ""Eggs come from hens."", ""B"": ""Our town has a new park."", ""C"": ""It has swings and slides."", ""D"": ""Children play there every evening.""}","""A""",The paragraph is about the new park; the sentence about eggs is a completely different topic and breaks the flow.
WRITING,COHERENCE,BEGINNER,"Put these sentences in the best order: 1. Then he put on his raincoat. 2. Finally, he stepped outside. 3. Danny saw dark clouds in the sky. Which order makes a good story?","{""A"": ""1, 2, 3"", ""B"": ""2, 1, 3"", ""C"": ""3, 1, 2"", ""D"": ""3, 2, 1""}","""C""","Danny first sees the clouds (3), then puts on his raincoat (1), and 'Finally' steps outside (2). Stepping outside before dressing would break the order."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Brush your teeth ___ you go to bed.',"{""A"": ""because"", ""B"": ""so"", ""C"": ""or"", ""D"": ""before""}","""D""","Before' shows the correct time order: brushing happens first, going to bed comes after. 'Because' would wrongly make it a reason."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Meera has a new dress. She wears ___ on special days.',"{""A"": ""them"", ""B"": ""it"", ""C"": ""him"", ""D"": ""us""}","""B""","It' refers back to the dress, one thing. 'Them' would wrongly suggest more than one dress."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'First, we planted the seeds. Second, we watered them. ___, we waited for them to grow.'","{""A"": ""Because"", ""B"": ""But"", ""C"": ""Finally"", ""D"": ""Or""}","""C""",Finally' marks the last step after 'First' and 'Second'. The other words do not show the order of steps.
WRITING,COHERENCE,BEGINNER,Read the paragraph: '___. He checks the tickets. He helps people find their seats. He waves the green flag.' Which is the best FIRST sentence?,"{""A"": ""My uncle works on the trains."", ""B"": ""My uncle loves ice cream."", ""C"": ""The sky is blue today."", ""D"": ""I have two sisters.""}","""A""","All the sentences describe jobs done on a train, so the opening should introduce the uncle's train work. The other openings do not match what follows."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Priya dropped her books on the stairs.' Which sentence best comes next?,"{""A"": ""The sun is a star."", ""B"": ""A kind boy helped her pick them up."", ""C"": ""Bread is made from flour."", ""D"": ""The clock is on the wall.""}","""B""","Someone helping to pick up the books continues the story, and 'them' connects back to the books. The other options are unrelated facts."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Winter is the coldest season. People wear warm coats. Snow falls in many places. I like playing carrom with my friends.' Which sentence does NOT belong?,"{""A"": ""Winter is the coldest season."", ""B"": ""People wear warm coats."", ""C"": ""Snow falls in many places."", ""D"": ""I like playing carrom with my friends.""}","""D""",The paragraph describes winter; the sentence about playing carrom is a different topic that does not fit.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Speak louder ___ everyone can hear you.',"{""A"": ""but"", ""B"": ""or"", ""C"": ""so"", ""D"": ""because""}","""C""",So' shows the purpose of speaking louder: everyone hearing you. 'Because' would wrongly turn the purpose into a reason.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. Leela picked up the phone. 2. The phone rang loudly. 3. She said hello to her friend. Which order makes a good story?,"{""A"": ""2, 1, 3"", ""B"": ""1, 2, 3"", ""C"": ""3, 2, 1"", ""D"": ""2, 3, 1""}","""A""","The phone rings first (2), then Leela picks it up (1), and says hello last (3). She cannot say hello before picking up the phone."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'My father and I went fishing. ___ caught three fish together.',"{""A"": ""He"", ""B"": ""It"", ""C"": ""She"", ""D"": ""We""}","""D""","We' includes both the father and the speaker, matching 'together'. 'He' would leave out the speaker."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Ria found a lost wallet on the road. She took it to the police station. The owner came and thanked her. ___' Which is the best LAST sentence?,"{""A"": ""Rice is white."", ""B"": ""Ria felt proud of her good deed."", ""C"": ""The wall is tall."", ""D"": ""Buses stop here.""}","""B""","A good closing sentence finishes the story; feeling proud of the good deed wraps it up, while the other options are unrelated."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'The tea was too hot, ___ Kamal waited for it to cool.'","{""A"": ""so"", ""B"": ""or"", ""C"": ""because"", ""D"": ""but""}","""A""",So' shows the result: the hot tea made Kamal wait. 'But' would wrongly suggest waiting was a surprise.
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The class went to the science museum on Friday.' Which sentence best comes next?,"{""A"": ""Soap makes bubbles."", ""B"": ""My chair is broken."", ""C"": ""They saw a real dinosaur skeleton there."", ""D"": ""Onions make you cry.""}","""C""","Seeing the dinosaur skeleton continues the museum visit, and 'there' connects back to the museum. The other options change the topic."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Bees fly from flower to flower. My school bus is yellow. They collect sweet nectar. They make honey in their hive.' Which sentence does NOT belong?,"{""A"": ""Bees fly from flower to flower."", ""B"": ""My school bus is yellow."", ""C"": ""They collect sweet nectar."", ""D"": ""They make honey in their hive.""}","""B""",The paragraph is about bees making honey; the sentence about the school bus has nothing to do with bees.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Is your bag red ___ blue?',"{""A"": ""and"", ""B"": ""so"", ""C"": ""because"", ""D"": ""or""}","""D""",Or' offers a choice between two colors in a question. 'And' would wrongly mean the bag is both colors at once.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. The bread was ready to eat. 2. Amir put two slices in the toaster. 3. He waited for them to pop up. Which order makes a good story?,"{""A"": ""2, 3, 1"", ""B"": ""1, 2, 3"", ""C"": ""3, 2, 1"", ""D"": ""2, 1, 3""}","""A""","Amir first puts the slices in (2), then waits (3), and the bread is ready at the end (1). It cannot be ready before it is toasted."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Mix the milk and sugar. ___ add the cocoa powder.',"{""A"": ""Because"", ""B"": ""Or"", ""C"": ""Then"", ""D"": ""But""}","""C""",Then' shows the next step after mixing. 'Because' and 'but' do not show the order of steps.
WRITING,COHERENCE,BEGINNER,Read the paragraph: '___. It is long and yellow. Monkeys love to eat it. It grows on tall plants.' Which is the best FIRST sentence?,"{""A"": ""I saw a red car."", ""B"": ""My book is new."", ""C"": ""The night was dark."", ""D"": ""A banana is a tasty fruit.""}","""D""","Every sentence describes a banana, so the opening must introduce the banana. A car or a book cannot grow on tall plants."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Grandpa lost his glasses. He found ___ under the newspaper.',"{""A"": ""it"", ""B"": ""them"", ""C"": ""him"", ""D"": ""her""}","""B""","Them' refers back to the glasses, which is a plural word. 'It' is the tempting mistake but does not match 'glasses'."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The kettle started to whistle.' Which sentence best comes next?,"{""A"": ""Mom turned off the stove."", ""B"": ""Goats eat grass."", ""C"": ""The map is old."", ""D"": ""Shoes come in pairs.""}","""A""",Turning off the stove is the natural response to a whistling kettle; the other sentences do not follow from it.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Amit is learning to swim. He goes to the pool every Saturday. Tomatoes are red. His coach is very patient.' Which sentence does NOT belong?,"{""A"": ""Amit is learning to swim."", ""B"": ""He goes to the pool every Saturday."", ""C"": ""Tomatoes are red."", ""D"": ""His coach is very patient.""}","""C""",The paragraph is about Amit's swimming lessons; the sentence about tomatoes is off topic.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'Nadia studied hard, ___ she still found the test difficult.'","{""A"": ""so"", ""B"": ""but"", ""C"": ""because"", ""D"": ""or""}","""B""",But' shows the contrast between studying hard and still finding the test difficult. 'So' would wrongly make the difficulty a result of studying.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. Soon the room was clean. 2. He put the toys in the box. 3. Bilal saw toys all over the floor. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""2, 3, 1"", ""C"": ""3, 1, 2"", ""D"": ""3, 2, 1""}","""D""","Bilal first sees the mess (3), then puts the toys away (2), and the room is clean at the end (1). The room cannot be clean first."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: '___ it was a holiday, the shops were closed.'","{""A"": ""But"", ""B"": ""Or"", ""C"": ""Because"", ""D"": ""So""}","""C""",Because' gives the reason the shops were closed: the holiday. 'So' cannot start the sentence this way to give a reason.
WRITING,COHERENCE,BEGINNER,"Read the paragraph: 'The little plant grew taller every week. Soon it had many green leaves. One morning, a flower opened. ___' Which is the best LAST sentence?","{""A"": ""The garden looked beautiful at last."", ""B"": ""My socks are wet."", ""C"": ""Trains run on tracks."", ""D"": ""The phone is ringing.""}","""A""","The closing sentence should complete the story of the growing plant; the beautiful garden is the natural ending, while the others are unrelated."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Aunt Rosa sent me a parcel. I opened ___ quickly.',"{""A"": ""her"", ""B"": ""them"", ""C"": ""him"", ""D"": ""it""}","""D""","It' refers back to the parcel, one thing. 'Her' would wrongly point to Aunt Rosa instead of the parcel."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The baby started crying in the night.' Which sentence best comes next?,"{""A"": ""Ice is cold."", ""B"": ""Mother went to check on her."", ""C"": ""Kites fly in the sky."", ""D"": ""The table is round.""}","""B""",Checking on the crying baby continues the story naturally; the other sentences are unrelated facts.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Sunday is my favorite day. I sleep late in the morning. I play with my friends all afternoon. Pencils are made of wood.' Which sentence does NOT belong?,"{""A"": ""Pencils are made of wood."", ""B"": ""Sunday is my favorite day."", ""C"": ""I sleep late in the morning."", ""D"": ""I play with my friends all afternoon.""}","""A""",The paragraph is about a favorite day; the fact about pencils does not connect to it.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'Wear your helmet, ___ you may get hurt.'","{""A"": ""and"", ""B"": ""because"", ""C"": ""or"", ""D"": ""so""}","""C""",Or' warns what could happen if the helmet is not worn: getting hurt. 'And' would not show this warning.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. She hung it on the wall. 2. Tara drew a picture of her family. 3. She colored it with crayons. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""3, 2, 1"", ""C"": ""2, 1, 3"", ""D"": ""2, 3, 1""}","""D""","Tara first draws the picture (2), then colors it (3), and hangs it up last (1). She cannot hang or color a picture before drawing it."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'We reached the station late; the train had ___ left.',"{""A"": ""soon"", ""B"": ""already"", ""C"": ""not yet"", ""D"": ""tomorrow""}","""B""","Already' shows the train left before they arrived, which matches reaching the station late. 'Not yet' would mean the opposite."
WRITING,COHERENCE,BEGINNER,"Read the paragraph: '___. First, fill a glass with cold water. Then add lemon juice and sugar. Stir it well and enjoy.' Which is the best FIRST sentence?","{""A"": ""My dog can jump high."", ""B"": ""The road was full of cars."", ""C"": ""Here is how to make lemonade."", ""D"": ""Birds build nests in spring.""}","""C""","The paragraph gives steps for making a drink, so the opening should introduce lemonade. The other openings do not match the steps."
